,1.9531,1.9531,1.8769-8.8251E-5i,1.8628-1.7867E-4i,1.8511-2.6150E-4i,1.8413-3.2803E-4i,1.8329-3.9481E-4i,1.8250-4.7015E-4i,1.8182-5.3638E-4i,1.8120-6.9722E-4i,1.8065-8.1894E-4i,,,,,,,,,,,,2.0774,1.8774-5.9787E-5i,1.8636-1.3048E-4i,1.8517-2.0552E-4i,1.8415-2.9678E-4i,1.8330-3.6975E-4i,1.8256-4.4776E-4i,1.8187-5.0219E-4i,1.8125-5.9358E-4i,1.8071-7.3541E-4i,,,,,,,,,,,,2.1622,1.8981,1.8639-1.0424E-4i,1.8522-1.7471E-4i,1.8423-2.5392E-4i,1.8333-3.3419E-4i,1.8258-4.1271E-4i,1.8193-4.8423E-4i,1.8129-5.7375E-4i,1.8078-6.3654E-4i,,,,,,,,,,,,2.2471,1.9498,1.8649-2.7826E-5i,1.8528-1.3239E-4i,1.8425-2.3477E-4i,1.8341-2.7264E-4i,1.8260-4.0974E-4i,1.8194-4.6246E-4i,1.8136-5.4051E-4i,1.8081-5.8225E-4i,,,,,,,,,,,,2.2944,2.0405,1.8895,1.8535-7.8514E-5i,1.8432-1.6944E-4i,1.8344-2.6497E-4i,1.8269-2.8201E-4i,1.8197-4.4704E-4i,1.8138-5.1358E-4i,1.8085-5.9856E-4i,,,,,,,,,,,,2.365,2.087,1.9476,1.8541-3.3282E-5i,1.8436-1.3511E-4i,1.8351-1.9035E-4i,1.8269-2.9438E-4i,1.8202-3.5856E-4i,1.8140-5.0251E-4i,1.8087-5.6795E-4i,,,,,,,,,,,,2.4004,2.1372,1.9924,1.8771,1.8442-8.6858E-5i,1.8354-1.6893E-4i,1.8278-2.2514E-4i,1.8206-3.1506E-4i,1.8141-4.6453E-4i,1.8091-5.1425E-4i,,,,,,,,,,,TM_04,2.4238,2.1411,1.9936,1.8838,1.8447-4.1910E-5i,1.8359-1.1897E-4i,1.8279-2.0010E-4i,1.8209-3.4126E-4i,1.8146-3.9945E-4i,1.8091-5.1377E-4i,,,,,,,,,,,TE_03,2.4373,2.2093,2.0725,1.9504,1.8592,1.8362-9.9207E-5i,1.8284-1.7225E-4i,1.8213-2.6351E-4i,1.8151-3.7633E-4i,1.8096-4.4253E-4i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.9,1.9,1.8768-1.0093E-4i,1.8628-1.8610E-4i,1.8510-2.8495E-4i,1.8412-3.0047E-4i,1.8326-3.7688E-4i,1.8249-4.8778E-4i,1.8180-5.9606E-4i,1.8120-6.0479E-4i,1.8064-7.8263E-4i,,,,,,,,,,,,2.0716,1.8773-6.0115E-5i,1.8635-1.2147E-4i,1.8517-2.2401E-4i,1.8415-3.2455E-4i,1.833,1.8253-4.2366E-4i,1.8186-5.1590E-4i,1.8123-6.2359E-4i,1.8068-7.7562E-4i,,,,,,,,,,,,2.1466,1.8965,1.8639-1.1159E-4i,1.8522-1.6451E-4i,1.8422-2.2270E-4i,1.8332-3.6538E-4i,1.8257-3.7829E-4i,1.8189-4.7260E-4i,1.8128-5.9618E-4i,1.8077-6.6395E-4i,,,,,,,,,,,,2.244,1.9459,1.8649-2.5344E-5i,1.8527-1.3356E-4i,1.8423-2.3130E-4i,1.8341-2.5223E-4i,1.8259-4.1645E-4i,1.8194-4.6616E-4i,1.8132-5.2556E-4i,1.8079-6.5349E-4i,,,,,,,,,,,,2.2897,2.0343,1.8651,1.8534-7.9067E-5i,1.8431-1.5773E-4i,1.8341-2.6146E-4i,1.8265-3.2315E-4i,1.8196-4.6359E-4i,1.8136-4.7024E-4i,1.8081-5.8144E-4i,,,,,,,,,,,,2.3321,2.0824,1.9361,1.8540-3.6955E-5i,1.8436-1.4412E-4i,1.8350-1.7824E-4i,1.8269-3.2070E-4i,1.8200-4.1798E-4i,1.8139-5.1387E-4i,1.8085-5.2054E-4i,,,,,,,,,,,,2.3871,2.1341,1.9903,1.8575,1.8441-8.9694E-5i,1.8351-1.8855E-4i,1.8276-2.4986E-4i,1.8202-3.5785E-4i,1.8140-5.0220E-4i,1.8089-5.6791E-4i,,,,,,,,,,,,2.4207,2.1606,2.0188,1.9052,1.8445-5.9958E-5i,1.8358-1.1777E-4i,1.8278-2.2503E-4i,1.8207-3.2610E-4i,1.8146-4.3329E-4i,1.8090-5.5698E-4i,,,,,,,,,,,"TM_10,0",2.4289,2.2036,2.0647,1.9478,1.845,1.8361-1.0118E-4i,1.8284-1.8166E-4i,1.8209-3.4143E-4i,1.8151-3.9617E-4i,1.8096-4.8386E-4i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8936,1.8936,1.8766-1.1207E-4i,1.8628-1.9645E-4i,1.8509-2.6268E-4i,1.8411-3.4907E-4i,1.8324-4.2686E-4i,1.8247-4.8189E-4i,1.8178-5.4456E-4i,1.8117-7.4341E-4i,1.8063-7.5846E-4i,,,,,,,,,,,,2.0205,1.8772-7.0882E-5i,1.8634-1.3706E-4i,1.8517-1.9620E-4i,1.8414-2.9843E-4i,1.8329-3.3860E-4i,1.8252-4.7809E-4i,1.8183-5.2778E-4i,1.8120-7.0085E-4i,1.8068-6.6401E-4i,,,,,,,,,,,,2.1384,1.878,1.8639-1.0186E-4i,1.8519-2.1031E-4i,1.8419-2.5468E-4i,1.8331-3.7203E-4i,1.8256-4.4417E-4i,1.8188-5.3216E-4i,1.8125-5.9380E-4i,1.8073-6.5817E-4i,,,,,,,,,,,,2.2361,1.923,1.8649-3.2390E-5i,1.8525-1.3928E-4i,1.8423-2.3142E-4i,1.8337-2.8796E-4i,1.8259-3.7621E-4i,1.8193-4.2427E-4i,1.8130-5.9109E-4i,1.8078-6.3631E-4i,,,,,,,,,,,,2.282,2.0131,1.8649-2.7759E-5i,1.8533-9.3081E-5i,1.8430-1.7759E-4i,1.8341-2.8615E-4i,1.8265-3.6255E-4i,1.8196-4.2115E-4i,1.8136-5.3606E-4i,1.8079-6.5163E-4i,,,,,,,,,,,,2.3283,2.0697,1.9212,1.8538-5.5625E-5i,1.8435-1.3199E-4i,1.8349-2.0038E-4i,1.8269-3.0708E-4i,1.8198-4.1830E-4i,1.8139-4.6853E-4i,1.8085-5.9676E-4i,,,,,,,,,,,,2.3848,2.1185,1.9679,1.8565,1.8440-1.0558E-4i,1.8350-1.7820E-4i,1.8276-2.3628E-4i,1.8201-4.1611E-4i,1.8139-5.1449E-4i,1.8088-5.1734E-4i,,,,,,,,,,,,2.4086,2.1528,1.9941,1.8838,1.8444-6.2355E-5i,1.8355-1.6162E-4i,1.8276-2.5051E-4i,1.8207-3.5645E-4i,1.8141-4.5738E-4i,1.8089-5.6739E-4i,,,,,,,,,,,,2.4256,2.2003,2.0512,1.9346,1.8448-3.5931E-5i,1.8359-1.1898E-4i,1.8284-1.6973E-4i,1.8208-3.1848E-4i,1.8150-3.5138E-4i,1.8093-1.0313E-4i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8934,1.8934-2.0855E-5i,1.8765-1.0561E-4i,1.8628-1.7192E-4i,1.8509-2.9205E-4i,1.8409-3.3429E-4i,1.8323-4.1376E-4i,1.8243-5.4299E-4i,1.8177-6.2461E-4i,1.8116-7.0982E-4i,1.8062-7.7845E-4i,,,,,,,,,,,,2.0179,1.8771-6.9757E-5i,1.8633-1.5237E-4i,1.8514-2.2335E-4i,1.8414-3.3058E-4i,1.8329-3.9351E-4i,1.8250-4.6713E-4i,1.8180-5.9558E-4i,1.8120-6.0367E-4i,1.8065-8.2478E-4i,,,,,,,,,,,,2.1296,1.8778-2.3773E-5i,1.8638-1.1601E-4i,1.8518-2.0588E-4i,1.8418-2.8586E-4i,1.8331-3.3686E-4i,1.8253-4.2283E-4i,1.8186-5.1423E-4i,1.8123-6.6305E-4i,1.8071-7.3645E-4i,,,,,,,,,,,,2.23,1.9189,1.8647-4.6297E-5i,1.8524-1.5647E-4i,1.8423-2.5393E-4i,1.8336-3.2150E-4i,1.8258-4.1279E-4i,1.8189-4.7241E-4i,1.8129-5.7410E-4i,1.8077-6.6322E-4i,,,,,,,,,,,,2.2783,2.0098,1.8649-2.5343E-5i,1.8532-9.1880E-5i,1.8428-1.9819E-4i,1.8341-2.7266E-4i,1.8261-3.7457E-4i,1.8194-4.6177E-4i,1.8132-5.2544E-4i,1.8078-6.3617E-4i,,,,,,,,,,,,2.326,2.0677,1.9194,1.8537-5.5326E-5i,1.8435-1.4997E-4i,1.8347-2.2345E-4i,1.8269-2.8316E-4i,1.8197-4.4223E-4i,1.8138-5.1333E-4i,1.8081-5.8108E-4i,,,,,,,,,,,,2.375,2.1023,1.9559,1.8543,1.8438-1.0440E-4i,1.8349-2.0028E-4i,1.8272-3.0056E-4i,1.8198-4.1729E-4i,1.8139-4.5394E-4i,1.8088-5.0982E-4i,,,,,,,,,,,,2.3937,2.1413,,1.8639,1.8442-8.3998E-5i,1.8355-1.5323E-4i,1.8276-2.3723E-4i,1.8206-3.3451E-4i,1.8140-5.0301E-4i,1.8088-5.1833E-4i,,,,,,,,,,,TM_04,2.4244,2.142,1.995,1.885,1.8448-3.2873E-5i,1.8358-1.1781E-4i,1.8284-1.8947E-4i,1.8207-3.5640E-4i,1.8146-3.9967E-4i,1.8091-5.1326E-4i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8934,1.8934-1.8936E-5i,1.8764-1.1900E-4i,1.8625-1.9634E-4i,1.8508-2.8927E-4i,1.8407-3.7912E-4i,1.8322-4.3263E-4i,1.8243-4.8778E-4i,1.8175-6.6609E-4i,1.8115-6.8484E-4i,1.8060-8.3688E-4i,,,,,,,,,,,,2.0134,1.8769-9.6533E-5i,1.8632-1.4353E-4i,1.8513-2.5457E-4i,1.8413-3.2789E-4i,1.8326-3.7554E-4i,1.8249-4.8721E-4i,1.8180-5.8761E-4i,1.8117-7.4674E-4i,1.8064-7.8446E-4i,,,,,,,,,,,,2.1269,1.8778-2.2006E-5i,1.8636-1.3043E-4i,1.8517-2.0522E-4i,1.8415-2.9670E-4i,1.8330-3.6992E-4i,1.8252-4.7634E-4i,1.8186-4.7225E-4i,1.8121-6.8974E-4i,1.8068-7.6905E-4i,,,,,,,,,,,,2.1823,1.9181,1.8646-4.8395E-5i,1.8522-1.7467E-4i,1.8422-2.2306E-4i,1.8333-3.3532E-4i,1.8257-3.7972E-4i,1.8188-5.3173E-4i,1.8128-6.0001E-4i,1.8073-6.5796E-4i,,,,,,,,,,,,2.2534,2.001,1.8649-3.2385E-5i,1.8529-1.2055E-4i,1.8428-1.8668E-4i,1.8341-2.5226E-4i,1.8260-2.0335E-4i,1.8193-4.7962E-4i,1.8130-5.9144E-4i,1.8078-5.9245E-4i,,,,,,,,,,,,2.321,2.0586,1.9119,1.8535-7.8706E-5i,1.8432-1.6844E-4i,1.8347-2.1072E-4i,1.8265-3.2320E-4i,1.8196-4.6365E-4i,1.8136-4.7052E-4i,1.8079-6.5292E-4i,,,,,,,,,,,,2.3697,2.0882,1.9397,1.8541-2.9011E-5i,1.8436-1.3470E-4i,1.8347-2.2348E-4i,1.8269-3.2045E-4i,1.8197-4.3888E-4i,1.8138-4.9897E-4i,1.8087-5.6538E-4i,,,,,,,,,,,,2.3854,,1.9802,1.8591,1.8441-8.9878E-5i,1.8355-1.4872E-4i,1.8272-2.9913E-4i,1.8206-3.1644E-4i,1.8139-5.1301E-4i,1.8087-5.6515E-4i,,,,,,,,,,,,2.4226,2.1793,2.0322,1.8998,1.8447-4.1885E-5i,1.8355-1.5316E-4i,1.8280-2.1651E-4i,1.8206-3.3395E-4i,1.8146-4.3243E-4i,1.8090-5.5635E-4i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8933,1.8933-2.4277E-5i,1.8763-1.3304E-4i,1.8624-2.2003E-4i,1.8507-2.6517E-4i,1.8406-3.6609E-4i,1.8320-4.2781E-4i,1.8242-5.7158E-4i,1.8174-6.3966E-4i,1.8115-7.0320E-4i,1.8059-8.8256E-4i,,,,,,,,,,,,1.9963,1.8769-9.1701E-5i,1.8630-1.8172E-4i,1.8511-2.6146E-4i,1.8412-2.9910E-4i,1.8324-4.2503E-4i,1.8247-4.8062E-4i,1.8178-5.4442E-4i,1.8116-7.0203E-4i,1.8063-7.5888E-4i,,,,,,,,,,,,2.1168,1.8778-2.8161E-5i,1.8635-1.2150E-4i,1.8517-2.2416E-4i,1.8415-3.2403E-4i,1.8329-3.3801E-4i,1.8250-4.6540E-4i,1.8183-5.1932E-4i,1.8120-6.0328E-4i,1.8068-6.6452E-4i,,,,,,,,,,,,2.1736,1.9172,1.8644-6.8797E-5i,1.8522-1.6453E-4i,1.8419-2.5143E-4i,1.8332-3.6376E-4i,1.8256-4.4392E-4i,1.8187-5.0633E-4i,1.8125-5.9433E-4i,1.8071-7.3651E-4i,,,,,,,,,,,,2.249,1.9989,1.8647-4.6177E-5i,1.8529-1.2086E-4i,1.8425-2.3351E-4i,1.8337-2.8774E-4i,1.8260-4.0860E-4i,1.8193-4.2414E-4i,1.8129-5.7275E-4i,1.8074-6.3574E-4i,,,,,,,,,,,,2.314,2.0556,1.8957,1.8534-7.9064E-5i,1.8431-1.5774E-4i,1.8343-2.6867E-4i,1.8265-3.6216E-4i,1.8196-4.2164E-4i,1.8136-5.4345E-4i,1.8078-6.3537E-4i,,,,,,,,,,,,2.3412,2.0876,1.9382,1.8541-3.2788E-5i,1.8436-1.4422E-4i,1.8347-2.1081E-4i,1.8269-2.9452E-4i,1.8196-4.6275E-4i,1.8136-4.7131E-4i,1.8085-5.2153E-4i,,,,,,,,,,,,2.3829,2.1365,1.9777,1.8559,1.8440-1.0558E-4i,1.8354-1.6890E-4i,1.8269-3.2021E-4i,1.8202-3.5615E-4i,1.8139-4.6805E-4i,1.8085-5.2383E-4i,,,,,,,,,,,,2.4166,2.1669,2.0126,1.8984,1.8445-5.9887E-5i,1.8355-1.6263E-4i,1.8279-2.0029E-4i,1.8206-3.1594E-4i,1.8141-4.5635E-4i,1.8089-5.6737E-4i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8933,1.8933,1.8763-1.2494E-4i,1.8622-2.2874E-4i,1.8507-3.0530E-4i,1.8406-3.8194E-4i,1.8318-4.8011E-4i,1.8240-6.0153E-4i,1.8173-6.1677E-4i,1.8113-7.5600E-4i,1.8056-7.7434E-4i,,,,,,,,,,,,1.9774,1.8769-8.8178E-5i,1.8628-1.7842E-4i,1.8510-2.7984E-4i,1.8411-3.4947E-4i,1.8323-4.1348E-4i,1.8244-5.4500E-4i,1.8175-6.7148E-4i,1.8115-6.7519E-4i,1.8062-7.8070E-4i,,,,,,,,,,,,2.0859,1.8776-3.9336E-5i,1.8634-1.3705E-4i,1.8517-1.9718E-4i,1.8414-2.9829E-4i,1.8329-3.9418E-4i,1.8249-4.8436E-4i,1.8181-5.9199E-4i,1.8117-7.4104E-4i,1.8065-8.1960E-4i,,,,,,,,,,,,2.1574,1.905,1.8643-6.9243E-5i,1.8519-2.1058E-4i,1.8419-2.8377E-4i,1.8331-3.7159E-4i,1.8253-4.2330E-4i,1.8184-5.4727E-4i,1.8123-6.6347E-4i,1.8068-7.5907E-4i,,,,,,,,,,,,2.2416,1.9837,1.8646-4.8304E-5i,1.8528-1.3234E-4i,1.8423-2.3113E-4i,1.8337-3.2026E-4i,1.8259-4.1615E-4i,1.8189-4.7281E-4i,1.8128-5.9670E-4i,1.8071-6.0938E-4i,,,,,,,,,,,,2.2901,2.0522,1.8854,1.8533-9.2695E-5i,1.8430-1.7741E-4i,1.8341-2.8583E-4i,1.8261-3.7622E-4i,1.8194-4.6237E-4i,1.8132-5.2479E-4i,1.8077-6.6469E-4i,,,,,,,,,,,,2.3376,2.084,1.936,1.8540-3.6955E-5i,1.8435-1.3204E-4i,1.8343-2.6670E-4i,1.8269-3.0685E-4i,1.8196-4.2029E-4i,1.8136-5.4131E-4i,1.8081-5.8124E-4i,,,,,,,,,,,,2.3805,2.1227,1.972,1.8543,1.8438-1.0437E-4i,1.8351-1.8823E-4i,1.8269-2.9438E-4i,1.8201-4.1522E-4i,1.8138-5.1080E-4i,1.8085-6.0245E-4i,,,,,,,,,,,,2.4112,2.1505,2.0114,1.8901,1.8444-6.1922E-5i,1.8355-1.4987E-4i,1.8278-2.2498E-4i,1.8202-3.5455E-4i,1.8140-5.0241E-4i,1.8088-5.1739E-4i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8932,1.8932-3.4612E-5i,1.8760-1.6121E-4i,1.8621-2.5128E-4i,1.8504-2.9464E-4i,1.8403-3.7812E-4i,1.8316-4.3755E-4i,1.8239-5.7274E-4i,1.8173-6.3431E-4i,1.8111-7.9579E-4i,1.8050-9.6778E-4i,,,,,,,,,,,,1.9606,1.8768-1.0091E-4i,1.8628-1.8637E-4i,1.8509-2.6275E-4i,1.8409-3.3452E-4i,1.8322-4.3200E-4i,1.8243-4.8437E-4i,1.8174-6.3624E-4i,1.8115-7.0581E-4i,1.8060-8.3376E-4i,,,,,,,,,,,,2.0828,1.8775-4.1982E-5i,1.8633-1.5311E-4i,1.8514-2.2258E-4i,1.8414-3.3087E-4i,1.8326-3.7720E-4i,1.8247-4.7933E-4i,1.8180-5.5420E-4i,1.8116-7.0861E-4i,1.8064-7.8387E-4i,,,,,,,,,,,,2.153,1.9012,1.8642-8.1573E-5i,1.8519-1.6072E-4i,1.8416-2.4404E-4i,1.8331-3.3676E-4i,1.8252-4.7790E-4i,1.8182-5.4552E-4i,1.8120-6.0004E-4i,1.8068-6.6318E-4i,,,,,,,,,,,,2.2327,1.9774,1.8644-6.7980E-5i,1.8528-1.2749E-4i,1.8423-2.5368E-4i,1.8333-3.3491E-4i,1.8259-3.8017E-4i,1.8188-5.3273E-4i,1.8125-5.9402E-4i,1.8071-7.3595E-4i,,,,,,,,,,,,2.2838,2.0438,1.8722,1.8532-9.1712E-5i,1.8428-1.9827E-4i,1.8341-2.6243E-4i,1.8260-4.0982E-4i,1.8193-4.7457E-4i,1.8130-5.9022E-4i,1.8073-6.5887E-4i,,,,,,,,,,,,2.3346,2.0819,1.9286,1.8538-5.4813E-5i,1.8435-1.4994E-4i,1.8341-2.7051E-4i,1.8269-2.8266E-4i,1.8195-4.5990E-4i,1.8132-5.2469E-4i,1.8080-4.7384E-4i,,,,,,,,,,,,2.3778,2.1214,1.9612,1.8541-2.8997E-5i,1.8436-1.2651E-4i,1.8350-1.7816E-4i,1.8269-3.0666E-4i,1.8198-4.2759E-4i,1.8136-4.7290E-4i,1.8081-5.8259E-4i,,,,,,,,,,,,2.4097,2.142,1.9947,1.8848,1.8442-7.8749E-5i,1.8354-1.6892E-4i,1.8276-2.5083E-4i,1.8201-4.1498E-4i,1.8139-5.1315E-4i,1.8086-2.1294E-5i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ex / Ey -- As Reported by Comsol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
