,2.5882,0.001514,0.0014026,0.0017457,34.138,24.407,16.319,10.933,7.4175,5.1681,,,,,,,,,,,,,0.0058331,171.28,94.347,0.0018029,0.021839,52.976,9.7837,0.020935,0.014387,0.015518,,,,,,,,,,,,20.862,0.0027801,0.0023907,134.05,0.0096053,51.662,#NUM!,#NUM!,0.0026937,0.0030248,,,,,,,,,,,,9.44E-05,20.983,0.0023601,0.0047926,0.0033029,0.0044155,109.97,126,124.19,33.716,,,,,,,,,,,,5.67E-05,242.97,6.0907,0.004424,37.131,184.76,218.76,212.02,194.52,175.64,,,,,,,,,,,,157.14,0.0057456,#NUM!,0.58783,204,323.52,319.11,288.49,254.48,223.15,,,,,,,,,,,,179.31,2.439,0.0034169,34.025,0.019186,#NUM!,#NUM!,#NUM!,#NUM!,0.0088481,,,,,,,,,,,,592.37,0.054645,4.84E-04,2.13E-04,119.98,0.0051325,0.69698,#NUM!,#NUM!,#NUM!,,,,,,,,,,,TM_12,680.2,2343.8,216.17,7.06E-04,0.0010738,127.91,0.0024587,0.013344,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5758,32.636,250.79,53.346,0.0080848,0.0081333,0.0090192,0.010519,0.012675,,,,,,,,,,,,,,6.62E-04,0.0028533,0.002474,3.9597,0.006772,0.007018,0.085466,23.121,22.732,19.203,,,,,,,,,,,,0.045141,0.075257,0.0079959,0.0050312,88.762,6.1868,36.168,26.231,16.873,9.4309,,,,,,,,,,,,0.0042589,0.0042285,0.01602,163.42,109.19,53.836,0.0558,0.0040658,0.0032104,0.0030935,,,,,,,,,,,,104.11,#NUM!,0.010564,88.932,81.935,19.876,0.9132,0.1241,0.064596,0.039499,,,,,,,,,,,,335.54,131.16,0.024074,72.855,83.974,63.857,30.442,0.027987,0.017433,0.017217,,,,,,,,,,,,224.47,0.30363,1536.3,14.957,104.51,86.794,66.376,0.0049203,0.44142,0.0096812,,,,,,,,,,,,259.72,17.725,1725.7,0.0095772,0.0014209,107.54,86.332,0.0030013,0.0045896,0.032363,,,,,,,,,,,TM_60,402.44,161.35,0.0011362,184.3,7.09E-04,0.0010167,104.71,0.0023972,0.0032919,0.0052272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5402,0.0088915,52.912,0.012121,3.4713,0.25096,0.14683,0.18702,,,,,,,,,,,,,,,358.41,0.013021,0.0072394,0.31284,34.835,19.026,9.5069,4.5266,0.073177,,,,,,,,,,,,,4.75E-04,12.446,0.033716,0.0046908,0.0028045,0.10484,40.234,25.873,16.968,15.06,,,,,,,,,,,,65.578,0.032958,45.303,33.169,0.089009,0.0083632,7.6841,6.0313,2.0452,1.0442,,,,,,,,,,,,8.41E-04,0.0033572,86.418,124.39,64.491,29.006,0.89509,0.028951,0.013425,0.022351,,,,,,,,,,,,7.00E-05,0.0010558,0.0031795,#NUM!,#NUM!,#NUM!,#NUM!,23.224,0.0072246,0.007065,,,,,,,,,,,,0.0023292,0.0075489,0.0011173,0.057513,379.18,434.91,0.15693,26.278,0.014894,#NUM!,,,,,,,,,,,,333.07,162.55,199.79,66.873,538.73,0.0025447,0.002486,66.02,14.145,0.011292,,,,,,,,,,,TM_22,298.38,3.16E-04,1852.8,0.0019237,0.0040077,0.0021914,0.0020303,84.2,63.106,2.5659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5372,5.3299,0.01482,29.259,0.24236,3.023,6.0931,6.1752,,,,,,,,,,,,,,,0.010666,61.396,26.65,0.022494,0.015583,0.017769,0.023477,0.033954,,,,,,,,,,,,,,508.88,0.0087443,18.798,31.861,0.018765,0.022539,0.038568,0.067688,0.11527,0.18079,,,,,,,,,,,,0.001955,173.82,145.41,0.011028,8.2694,0.027727,0.056252,0.17265,0.48599,0.9446,,,,,,,,,,,,216.86,0.0092202,#NUM!,#NUM!,108.77,0.051797,0.73377,5.502,9.6683,11.29,,,,,,,,,,,,97.129,0.0026103,320.22,214.7,57.469,0.3194,0.040688,0.068775,10.918,0.27726,,,,,,,,,,,,96.919,0.013368,369.56,221.29,0.003956,0.0030509,5.782,0.026385,32.344,30.82,,,,,,,,,,,,134.29,0.0040815,0.0012189,0.02157,0.0038815,544.77,0.0056731,0.005718,0.055791,36.669,,,,,,,,,,,TM_51,161.42,351.27,83.068,290.25,83.667,0.41781,0.012195,0.0062449,0.0063071,0.35392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5342,7.4694,19.718,0.02763,13.392,4.1227,0.3235,,,,,,,,,,,,,,,,61.448,39.168,0.16316,0.020194,0.030105,0.059006,0.12811,0.29193,,,,,,,,,,,,,,0.0022539,88.231,62.568,0.013465,26.56,0.0083143,0.0097982,0.012452,0.016793,0.12587,,,,,,,,,,,,133.96,113.36,0.0016248,0.0060355,0.013601,25.711,26.918,0.0072414,0.0086537,0.011105,,,,,,,,,,,,67.717,137.49,106.14,0.0049538,0.01043,0.01204,1.1558,20.296,0.0070622,0.0079613,,,,,,,,,,,,1.80E-04,153.66,107.38,0.0054241,0.018467,2.4404,0.0058479,#NUM!,#NUM!,2.7344,,,,,,,,,,,,100.25,45.543,7.9191,0.011029,7.063,0.01723,0.0087038,339.53,289.37,242.52,,,,,,,,,,,,139.08,127.46,420.05,180.82,0.075262,0.0093007,468.38,385.92,312.41,252.41,,,,,,,,,,,TM_32,161.35,6.42E-04,9.79E-04,0.10848,703.77,2.5969,506.8,373.3,256.81,171.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5294,0.24622,0.029672,23.631,16.794,0.028834,0.5205,,,,,,,,,,,,,,,,76.64,146.67,4.4947,25.117,22.085,#NUM!,#NUM!,,,,,,,,,,,,,,,50.715,0.005724,0.0064637,30.017,0.0096881,22.495,16.967,12.891,,,,,,,,,,,,,,76.82,6.41E-04,84.244,#NUM!,12.007,0.007398,0.0065143,22.197,18.03,,,,,,,,,,,,,0.0018848,0.0057835,0.0040762,8.50E-04,0.002253,#NUM!,0.01972,0.0069525,23.897,21.558,,,,,,,,,,,,61.314,51.563,0.0069603,0.0081603,0.0043609,0.0039086,21.066,14.278,0.049401,#NUM!,,,,,,,,,,,,110.98,211.7,24.746,0.015326,0.12894,33.153,55.393,55.445,0.010618,0.0049932,,,,,,,,,,,,8.79E-05,0.0042094,43.905,62.565,19.286,80.808,89.531,82.418,46.204,0.0025783,,,,,,,,,,,TE_00,4.22E-05,0.010282,475.19,9.8181,0.013196,634.81,66.086,81.927,67.29,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4714,0.0042998,50.227,0.0090333,0.0083496,11.783,1.1105,,,,,,,,,,,,,,,,0.0037043,0.0099271,20.448,38.907,48.722,21.202,13.953,,,,,,,,,,,,,,,55.199,132.71,0.0078724,0.015283,30.377,25.275,19.365,14.747,,,,,,,,,,,,,,0.0010796,0.0048307,0.0045529,59.417,#NUM!,0.023177,0.0099564,0.01025,0.01196,,,,,,,,,,,,,701.39,11.389,4.80E-04,53.894,0.0054904,0.0077298,#NUM!,#NUM!,0.0085861,0.0088243,,,,,,,,,,,,4.72E-04,1.2201,0.097939,91.442,6.20E-04,0.0011102,0.0026297,0.032247,31.116,31.281,,,,,,,,,,,,0.005287,165.58,0.10809,52.888,46.671,5.42E-04,7.89E-04,0.0017187,33.397,48.766,,,,,,,,,,,,2.82E-04,149.11,0.010173,41.139,24.191,90.189,86.604,7.69E-04,0.0060337,59.744,,,,,,,,,,,TM_70,264.84,87.631,0.0029952,141.05,81.526,68.204,52.034,0.010828,0.0076659,1.0191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.46,0.022507,0.089816,0.033482,0.081687,0.27775,8.5803,,,,,,,,,,,,,,,,0.0016275,0.0086556,0.032746,22.232,15.898,10.627,0.0063699,,,,,,,,,,,,,,,53.757,5.9812,#NUM!,63.119,0.17832,0.028462,0.032494,,,,,,,,,,,,,,,0.0098966,0.19228,0.011151,0.0062848,0.084152,24.686,24.735,19.03,16.691,,,,,,,,,,,,,0.003181,3.71E-04,0.021735,0.01257,52.404,0.042883,0.0077503,0.007322,#NUM!,#NUM!,,,,,,,,,,,,0.0044742,0.88351,11.329,4.40E-04,61.855,29.351,0.01882,0.010254,0.008578,0.0083483,,,,,,,,,,,,4.42E-04,0.002106,141.25,68.598,105.98,23.304,2.4453,0.064888,0.023574,0.01524,,,,,,,,,,,,80.371,0.0010107,176.66,0.015487,66.88,50.588,32.321,64.316,0.032152,0.029976,,,,,,,,,,,TM_61,30.845,0.0010746,0.0017924,0.0075886,66.58,118.05,114.24,34.244,81.764,0.020688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4324,2.053,0.013204,31.734,25.131,17.58,3.47E+05,,,,,,,,,,,,,,,,20.075,79.033,36.96,0.005713,0.0043318,0.0060283,,,,,,,,,,,,,,,,0.0037982,0.13141,83.461,#NUM!,5.3641,35.424,35.218,,,,,,,,,,,,,,,67.772,0.0074571,0.011999,0.0080914,0.01297,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,0.0016684,0.06723,11.874,0.052351,0.012118,13.608,22.472,13.755,8.5696,,,,,,,,,,,,,787.19,0.0069558,0.38262,34.142,3.5102,0.045152,10.868,3.5659,1.3793,0.85416,,,,,,,,,,,,1.96E-04,0.0046284,0.038002,106.43,58.072,12.964,0.68709,0.21913,0.11355,0.096571,,,,,,,,,,,,4.24E-04,0.0041252,0.0027435,121.2,43.092,4.85E-04,5.31E-04,0.3877,0.15268,0.010871,,,,,,,,,,,TE_10,0.021139,192.96,202.31,129.87,0.0053455,0.0037034,0.0037269,61.561,0.063082,0.0098392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4251,23.532,9.108,14.522,8.7347,4.977,,,,,,,,,,,,,,,,,0.25142,0.010672,0.0072466,18.528,8.2102,4.7392,,,,,,,,,,,,,,,,0.0012095,0.023273,0.011758,0.031704,#NUM!,17.286,0.0074647,,,,,,,,,,,,,,,121.16,66.107,205.05,192.59,163.01,102.25,81.818,,,,,,,,,,,,,,,168.28,85.792,0.048866,14.122,23.971,0.031421,0.046243,0.083762,,,,,,,,,,,,,,25.645,6.65E-04,2.485,116.95,0.23074,13.058,0.092912,0.29087,0.72948,1.1934,,,,,,,,,,,,57.534,98.731,8.75E-04,4.84E-04,5.84E-04,89.352,0.51216,3.7059,6.285,0.010093,,,,,,,,,,,,84.231,65.768,5.4559,0.0021672,6.19E-04,0.87022,0.05898,2.6048,8.6967,0.18184,,,,,,,,,,,,94.334,82.021,127.95,0.023961,13.638,0.04563,0.016911,0.017881,12.392,38.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4189,0.060963,0.02451,0.025301,0.038243,3.27E+05,,,,,,,,,,,,,,,,,7.9805,#NUM!,0.11872,0.014077,0.014063,4.38E+05,,,,,,,,,,,,,,,,0.024713,85.516,22.684,1.7389,0.017639,0.0082906,,,,,,,,,,,,,,,,0.0024886,5.7042,30.937,26.179,0.028797,0.035055,0.041133,,,,,,,,,,,,,,,57.108,110.15,49.756,0.0093649,0.021055,22.294,0.018003,0.023767,,,,,,,,,,,,,,0.048903,83.178,0.0026674,0.009342,0.013016,0.041814,21.997,21.586,18.837,,,,,,,,,,,,,890.85,0.055877,75.735,0.0074468,0.014713,0.074013,0.96787,10.15,0.0099586,7.2151,,,,,,,,,,,,0.017985,102.09,6.2396,0.014053,0.024132,0.0044993,0.004836,0.0078467,3.3705,44.8,,,,,,,,,,,TE_20,3.36E-04,0.0054383,26.813,6.461,0.084298,14.269,6.53E-04,6.38E-04,0.0011177,16.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4145,0.28496,0.033261,0.058902,0.11249,,,,,,,,,,,,,,,,,,0.016796,0.018617,#NUM!,0.065534,0.15008,,,,,,,,,,,,,,,,,6.9574,28.743,2.3874,0.052477,0.28524,0.19883,,,,,,,,,,,,,,,,0.0040627,51.187,33.265,0.018307,0.033489,0.032369,0.056684,,,,,,,,,,,,,,,41.453,0.004977,117.24,33.071,0.043968,0.016213,20.294,19.444,,,,,,,,,,,,,,30.311,0.0016642,62.913,0.0075013,88.388,57.872,0.029924,0.0095375,0.011631,,,,,,,,,,,,,0.0025111,11.259,0.0083901,0.002042,0.0047291,0.02015,61.871,0.053854,18.097,18.681,,,,,,,,,,,,43.488,135.55,0.84589,0.012918,0.005675,0.98904,10.724,0.028988,0.21513,4.2893,,,,,,,,,,,TE_01,3.99E-04,117.18,0.020498,0.16719,0.0051048,9.97E-04,28.511,3.0606,0.0095828,0.020647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4123,86.165,12.587,4.2448,#NUM!,,,,,,,,,,,,,,,,,,6.5215,11.822,0.032649,13.926,0.1348,,,,,,,,,,,,,,,,,0.078559,29.175,0.11515,0.40827,2.4042,3.777,,,,,,,,,,,,,,,,33.068,71.053,0.0098901,1.1054,19.899,0.056439,0.012932,,,,,,,,,,,,,,,0.001912,227.89,0.0071335,81.241,13.194,12.929,130.84,158.33,0.1773,,,,,,,,,,,,,205.11,0.0081612,0.0061828,44.216,0.012272,0.010257,27.762,0.016634,0.019694,,,,,,,,,,,,,230.33,0.10398,0.0013428,0.013418,0.0063927,0.0057497,0.0086265,20.542,40.411,32.356,,,,,,,,,,,,6.01E-04,0.0032769,0.25147,50.524,0.0017508,0.0031343,0.0089245,15.784,18.443,18.032,,,,,,,,,,,TE_11,9.28E-04,0.0015719,105.48,30.295,59.588,0.001864,0.0027117,0.20863,28.458,27.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4065,174.42,29.858,1.2172,0.19249,,,,,,,,,,,,,,,,,,0.0024004,0.047323,14.791,0.02984,4.1517,,,,,,,,,,,,,,,,,43.569,0.011821,0.191,12.459,0.040908,0.07455,,,,,,,,,,,,,,,,29.277,0.0087592,0.74055,0.88203,5.0162,17,,,,,,,,,,,,,,,,0.99868,0.0073893,287.72,245.49,50.864,160.04,0.049366,,,,,,,,,,,,,,,0.0022577,9.5491,0.033,0.010807,22.77,0.018029,0.015616,34.182,,,,,,,,,,,,,,33.558,11.323,0.11658,49.974,38.377,0.38786,0.017098,0.014392,0.015034,,,,,,,,,,,,,1018.5,0.0080442,0.064417,38.723,41.589,20.993,0.057769,0.024924,0.018239,0.016979,,,,,,,,,,,,55.111,0.0055464,0.0057648,0.0040302,35.969,83.956,73.863,0.19492,0.050187,0.030219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.344,14.667,11.81,1.3461,63960,,,,,,,,,,,,,,,,,,203.98,0.27808,0.013009,10.946,,,,,,,,,,,,,,,,,,0.0025493,0.0068167,23.223,0.032031,12.915,4.44E+05,,,,,,,,,,,,,,,,39.495,41.614,0.99627,12.714,0.10041,7.2632,,,,,,,,,,,,,,,,0.0019483,20.223,0.028037,0.016115,198.78,0.042801,5.3419,,,,,,,,,,,,,,,0.0042993,391.52,0.43186,0.027077,0.021651,19.984,15.721,10.85,,,,,,,,,,,,,,0.015586,0.010303,9.2502,7.6333,0.087913,2.0196,13.776,7.5774,,,,,,,,,,,,,,9.25E-04,4.51E-04,1.3435,0.0016556,18.257,0.88203,6.1997,1.6552,0.72197,,,,,,,,,,,,TM_03,740.97,1.75E-04,4.03E-04,71.963,0.0013817,26.657,9.3006,0.65385,0.15739,0.11321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.3425,0.01912,0.041279,7.5226,,,,,,,,,,,,,,,,,,,0.0048453,2.4039,5.0731,0.093916,,,,,,,,,,,,,,,,,,15.453,0.012797,0.023291,17.342,3.3112,,,,,,,,,,,,,,,,,0.0023905,0.035622,49.463,0.0084981,15.642,16.655,,,,,,,,,,,,,,,,1.0561,0.088284,1.1655,0.015859,0.015568,28.891,0.060409,,,,,,,,,,,,,,,72.917,0.071129,372.79,288.73,208.76,147.61,115.27,145.27,,,,,,,,,,,,,,0.04409,0.0025727,108.69,0.098005,9.7648,16.196,0.071814,0.1388,,,,,,,,,,,,,,266.25,0.0029041,0.0013368,80.882,94.175,1.0384,12.611,0.62169,1.3587,,,,,,,,,,,,TE_30,9.65E-04,64.968,0.0045585,0.0016267,40.415,7.6547,0.445,53.984,0.11775,0.014573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.3388,11.756,16.643,0.006128,,,,,,,,,,,,,,,,,,,0.039642,16.054,0.18803,11.154,,,,,,,,,,,,,,,,,,0.5892,36.227,0.021529,0.011466,0.22567,,,,,,,,,,,,,,,,,0.0076119,0.0010337,0.0092253,44.196,0.022768,0.01948,,,,,,,,,,,,,,,,13.374,0.19198,0.74228,31.985,6.1277,0.0086564,21.762,,,,,,,,,,,,,,,5.97E-04,0.22014,2.1208,22.481,22.467,0.034497,0.002817,,,,,,,,,,,,,,,24.063,132.14,0.0099305,101.25,0.016741,0.049261,19.787,42.002,,,,,,,,,,,,,,9.4373,68.949,52.041,0.0066427,0.029459,75.935,0.16737,18.273,,,,,,,,,,,,,,69.167,28.13,36.022,0.01471,0.021786,0.13048,0.12008,1.2888,11.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.3364,0.077043,0.005532,5.5852,,,,,,,,,,,,,,,,,,,0.93068,0.047812,13.65,8.8027,,,,,,,,,,,,,,,,,,0.24149,0.014021,16.976,13.951,9.426,,,,,,,,,,,,,,,,,0.13593,46.92,0.016978,0.017732,0.013399,0.014052,,,,,,,,,,,,,,,,0.0046324,5.1087,25.961,0.0013996,0.07881,31.123,,,,,,,,,,,,,,,,38.838,3.3058,55.691,56.945,0.026268,0.010081,0.054181,,,,,,,,,,,,,,,95.607,82.434,396.05,0.010417,76.641,39.014,21.953,,,,,,,,,,,,,,,0.071888,28.254,0.0034927,0.0099378,0.016559,0.044195,53.748,0.085113,,,,,,,,,,,,,,306.87,96.706,2.9335,0.01989,0.0077532,0.014037,1.606,0.010673,6.7138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Overlap -- Manually Edited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Effective mode index,General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),,,General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),,,General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),,,General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),,,General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),,,General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),,,General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),,,General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),General (1),,,General (1),General (1),General (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
